station,date,is_magnetic_storm,h_mean,h_std,d_mean,d_std,z_mean,z_std,h_pc3_std,d_pc3_std,z_pc3_std,spectrogram_files,spectrogram_paths,azimuth,magnitude,azimuth_class,magnitude_class
SCN,2018-01-17,False,39904.875501504626,12.448835332567548,-1983.2282249999998,6.651442447975239,-15379.323068865742,6.440106264930015,0.014438417417981915,0.007887426271915516,0.006965645144405735,"{'H': 'SCN_20180117_H_spec.png', 'D': 'SCN_20180117_D_spec.png', 'Z': 'SCN_20180117_Z_spec.png', '3comp': 'SCN_20180117_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180117_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\SCN_20180117_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180117_3comp_spec.png'}",195.0,5.0,S,Medium
SCN,2018-01-25,False,39894.12942939815,17.584971069421083,-1982.367179513889,10.597672095214223,-15373.58597824074,7.095823063148348,0.03285483438029102,0.013422947346045856,0.014253836842986473,"{'H': 'SCN_20180125_H_spec.png', 'D': 'SCN_20180125_D_spec.png', 'Z': 'SCN_20180125_Z_spec.png', '3comp': 'SCN_20180125_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180125_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\NW\\SCN_20180125_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180125_3comp_spec.png'}",320.0,5.2,NW,Medium
MLB,2018-02-01,False,41793.015330733,8.423957796421716,-8.971567379252074,5.3419886388795375,-6138.792860565516,10.630339043221332,0.039597019658262386,0.021457264588289577,0.009544599742259895,"{'H': 'MLB_20180201_H_spec.png', 'D': 'MLB_20180201_D_spec.png', 'Z': 'MLB_20180201_Z_spec.png', '3comp': 'MLB_20180201_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\MLB_20180201_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\NW\\MLB_20180201_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\MLB_20180201_3comp_spec.png'}",301.0,5.2,NW,Medium
MLB,2018-03-22,False,41804.3465943287,17.336768186770563,-4.369517708333333,6.596783100534426,-6127.994502893519,10.307246252440125,0.046871791663915224,0.015390977764934128,0.00906969006844549,"{'H': 'MLB_20180322_H_spec.png', 'D': 'MLB_20180322_D_spec.png', 'Z': 'MLB_20180322_Z_spec.png', '3comp': 'MLB_20180322_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\MLB_20180322_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\MLB_20180322_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\MLB_20180322_3comp_spec.png'}",212.0,5.6,SW,Medium
MLB,2018-05-12,False,41796.14158101852,9.8167179533376,-14.564002430555556,9.436266489549753,-6121.028655787037,7.404745031405793,0.028457670674427997,0.015017088939270198,0.007480423207490609,"{'H': 'MLB_20180512_H_spec.png', 'D': 'MLB_20180512_D_spec.png', 'Z': 'MLB_20180512_Z_spec.png', '3comp': 'MLB_20180512_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\MLB_20180512_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\N\\MLB_20180512_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\MLB_20180512_3comp_spec.png'}",348.0,5.0,N,Medium
SCN,2018-07-07,False,40513.38595034723,11.461211190604452,0.6167315972222224,4.795349131285741,-13773.340216782408,4.032475420466042,0.02846210570842153,0.009617339403529941,0.010612218657295718,"{'H': 'SCN_20180707_H_spec.png', 'D': 'SCN_20180707_D_spec.png', 'Z': 'SCN_20180707_Z_spec.png', '3comp': 'SCN_20180707_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180707_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SE\\SCN_20180707_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180707_3comp_spec.png'}",145.0,5.2,SE,Medium
MLB,2018-07-15,False,41829.774065625,14.585347358930033,28.29077037037037,8.060197587789935,-6111.657001157407,8.422129975766381,0.021378032675003905,0.014238703583449955,0.006605996514396093,"{'H': 'MLB_20180715_H_spec.png', 'D': 'MLB_20180715_D_spec.png', 'Z': 'MLB_20180715_Z_spec.png', '3comp': 'MLB_20180715_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\MLB_20180715_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\MLB_20180715_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\MLB_20180715_3comp_spec.png'}",166.0,5.0,S,Medium
SCN,2018-07-19,False,40519.99966631945,13.474319492316424,-3.7697679398148143,4.129134079711073,-13766.873445601852,6.735377472515725,0.02352795689878124,0.008615110993375514,0.008648485619237176,"{'H': 'SCN_20180719_H_spec.png', 'D': 'SCN_20180719_D_spec.png', 'Z': 'SCN_20180719_Z_spec.png', '3comp': 'SCN_20180719_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180719_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\SCN_20180719_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180719_3comp_spec.png'}",203.0,5.0,SW,Medium
SCN,2018-07-23,False,40518.80679837963,9.663891028093584,-5.442827893518519,4.649696935017269,-13762.766954398146,4.427160103883809,0.029494751574387593,0.008966261465961049,0.010598893203062926,"{'H': 'SCN_20180723_H_spec.png', 'D': 'SCN_20180723_D_spec.png', 'Z': 'SCN_20180723_Z_spec.png', '3comp': 'SCN_20180723_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180723_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\SCN_20180723_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180723_3comp_spec.png'}",177.0,5.8,S,Medium
SCN,2018-08-04,False,40527.22947222222,11.503895515101684,-3.7857083333333343,6.5068225057203675,-13759.640230671297,4.988870078576024,0.04503259833763119,0.013097260293499067,0.016626477106635357,"{'H': 'SCN_20180804_H_spec.png', 'D': 'SCN_20180804_D_spec.png', 'Z': 'SCN_20180804_Z_spec.png', '3comp': 'SCN_20180804_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180804_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\SCN_20180804_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180804_3comp_spec.png'}",210.0,5.4,SW,Medium
SCN,2018-08-25,False,40531.90624803241,20.206881891983773,-6.186666087962962,11.217647250747657,-13756.483220370374,3.2230945385882843,0.03804873905140738,0.012141171587785821,0.014335672236553295,"{'H': 'SCN_20180825_H_spec.png', 'D': 'SCN_20180825_D_spec.png', 'Z': 'SCN_20180825_Z_spec.png', '3comp': 'SCN_20180825_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180825_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\SCN_20180825_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180825_3comp_spec.png'}",171.0,5.4,S,Medium
SCN,2018-08-18,False,40509.44124224537,18.830180227192177,-2.6124565972222222,3.964277947144148,-13761.151109722221,2.7336647537891645,0.03790688149026202,0.00994996226203454,0.013101560200414655,"{'H': 'SCN_20180818_H_spec.png', 'D': 'SCN_20180818_D_spec.png', 'Z': 'SCN_20180818_Z_spec.png', '3comp': 'SCN_20180818_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20180818_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\SCN_20180818_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20180818_3comp_spec.png'}",170.0,5.2,S,Medium
MLB,2018-09-09,False,41846.47521145834,13.018907342951614,22.406077083333333,8.741229050961483,-6099.8262909722225,6.507444906822886,0.03558748798074559,0.014033181333235806,0.007847205906201702,"{'H': 'MLB_20180909_H_spec.png', 'D': 'MLB_20180909_D_spec.png', 'Z': 'MLB_20180909_Z_spec.png', '3comp': 'MLB_20180909_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\MLB_20180909_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\NE\\MLB_20180909_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\MLB_20180909_3comp_spec.png'}",38.0,5.2,NE,Medium
MLB,2018-10-01,False,41851.137052662045,28.309265568531345,32.56186574074074,5.789763353567033,-6091.660152199074,16.687294661067973,0.0509362608114194,0.025004288625708006,0.012303767627509591,"{'H': 'MLB_20181001_H_spec.png', 'D': 'MLB_20181001_D_spec.png', 'Z': 'MLB_20181001_Z_spec.png', '3comp': 'MLB_20181001_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\MLB_20181001_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SE\\MLB_20181001_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\MLB_20181001_3comp_spec.png'}",133.0,5.0,SE,Medium
SCN,2018-10-19,False,40507.0854587963,10.853897856030141,-12.136959953703705,5.823453572843435,-13735.887775925929,4.876679904076936,0.09872896750374126,0.04356454231503189,0.017563435152208554,"{'H': 'SCN_20181019_H_spec.png', 'D': 'SCN_20181019_D_spec.png', 'Z': 'SCN_20181019_Z_spec.png', '3comp': 'SCN_20181019_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20181019_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\SCN_20181019_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20181019_3comp_spec.png'}",160.0,5.1,S,Medium
SCN,2018-10-29,False,40513.131195601854,13.258146054308964,-11.622528356481482,6.781949535160211,-13731.384516203701,7.528367697398782,0.02191031269274189,0.012924368867571355,0.010803196357869967,"{'H': 'SCN_20181029_H_spec.png', 'D': 'SCN_20181029_D_spec.png', 'Z': 'SCN_20181029_Z_spec.png', '3comp': 'SCN_20181029_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20181029_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\NW\\SCN_20181029_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Moderate\\SCN_20181029_3comp_spec.png'}",325.0,4.9,NW,Moderate
SCN,2018-11-20,False,40492.71136701389,8.542032770366953,-12.182269560185187,9.952585015651588,-13726.25660636574,4.283141850795227,0.025103677611855085,0.010372480931292708,0.010339127635556108,"{'H': 'SCN_20181120_H_spec.png', 'D': 'SCN_20181120_D_spec.png', 'Z': 'SCN_20181120_Z_spec.png', '3comp': 'SCN_20181120_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20181120_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\SCN_20181120_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Moderate\\SCN_20181120_3comp_spec.png'}",164.0,4.7,S,Moderate
SCN,2018-12-08,False,40487.55191724537,14.626789362405537,-7.333725462962963,6.514864524763221,-13720.319719212963,7.90148926889919,0.03678389402591659,0.014020873878698012,0.013716492253922241,"{'H': 'SCN_20181208_H_spec.png', 'D': 'SCN_20181208_D_spec.png', 'Z': 'SCN_20181208_Z_spec.png', '3comp': 'SCN_20181208_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20181208_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\SCN_20181208_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20181208_3comp_spec.png'}",235.0,5.6,SW,Medium
MLB,2018-12-08,False,41840.50975404808,18.978885332212315,69.51312283706989,6.627716363939235,-6076.5273780946545,17.356805487268563,0.039092950912592246,0.03822484384051255,0.009506603937687081,"{'H': 'MLB_20181208_H_spec.png', 'D': 'MLB_20181208_D_spec.png', 'Z': 'MLB_20181208_Z_spec.png', '3comp': 'MLB_20181208_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\MLB_20181208_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\W\\MLB_20181208_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\MLB_20181208_3comp_spec.png'}",262.0,5.6,W,Medium
SBG,2018-12-16,False,41801.52916053241,20.49192810455583,3565.819816550926,4.959633522565149,-2890.709223263889,17.380074925177478,0.030585038836569635,0.007450955669385313,0.018678904918962666,"{'H': 'SBG_20181216_H_spec.png', 'D': 'SBG_20181216_D_spec.png', 'Z': 'SBG_20181216_Z_spec.png', '3comp': 'SBG_20181216_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SBG_20181216_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SE\\SBG_20181216_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Moderate\\SBG_20181216_3comp_spec.png'}",132.0,4.9,SE,Moderate
SCN,2018-12-24,False,40501.872380671295,9.218493692871201,-8.89540486111111,6.899831160237994,-13716.418376851852,6.086943709248244,0.019361179670237882,0.009582136672244945,0.009139368682918618,"{'H': 'SCN_20181224_H_spec.png', 'D': 'SCN_20181224_D_spec.png', 'Z': 'SCN_20181224_Z_spec.png', '3comp': 'SCN_20181224_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20181224_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\SCN_20181224_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20181224_3comp_spec.png'}",210.0,5.5,SW,Medium
SCN,2019-01-22,False,40511.80163865741,15.680882148675032,-9.616583564814812,12.93805602479197,-13706.484026388891,7.532568598798154,0.03692217627924965,0.01056731920574102,0.014704986393963258,"{'H': 'SCN_20190122_H_spec.png', 'D': 'SCN_20190122_D_spec.png', 'Z': 'SCN_20190122_Z_spec.png', '3comp': 'SCN_20190122_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20190122_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\W\\SCN_20190122_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20190122_3comp_spec.png'}",258.0,5.0,W,Medium
SCN,2019-05-12,False,40500.533797337965,6.0911401946379184,-4.403389351851851,6.85517712145067,-13678.134705439814,2.6201789937961513,0.014484951087854634,0.007322007501147318,0.0067479808927170684,"{'H': 'SCN_20190512_H_spec.png', 'D': 'SCN_20190512_D_spec.png', 'Z': 'SCN_20190512_Z_spec.png', '3comp': 'SCN_20190512_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20190512_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\W\\SCN_20190512_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20190512_3comp_spec.png'}",262.0,5.1,W,Medium
SCN,2019-06-06,False,40517.277285069445,12.095389430681692,-7.77725636574074,5.345394218911539,-13666.39689826389,3.5380311835614835,0.02405264024990787,0.010064867945903723,0.00928390526443444,"{'H': 'SCN_20190606_H_spec.png', 'D': 'SCN_20190606_D_spec.png', 'Z': 'SCN_20190606_Z_spec.png', '3comp': 'SCN_20190606_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20190606_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\S\\SCN_20190606_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20190606_3comp_spec.png'}",172.0,5.3,S,Medium
YOG,2019-01-17,False,37905.82447597773,8.682734763660289,-12.619008784823897,9.095545469728298,-23325.109844442646,5.882468603182896,0.047964737902863534,0.04187209235639572,0.01826856856863693,"{'H': 'YOG_20190117_H_spec.png', 'D': 'YOG_20190117_D_spec.png', 'Z': 'YOG_20190117_Z_spec.png', '3comp': 'YOG_20190117_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\YOG_20190117_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SE\\YOG_20190117_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\YOG_20190117_3comp_spec.png'}",119.0,5.0,SE,Medium
YOG,2019-02-10,False,37914.78594405028,12.947300992771188,-13.550561927800091,16.703258416336563,-23316.747828910058,3.4195463942139472,0.034256140767622,0.03338148932553539,0.012531671556391755,"{'H': 'YOG_20190210_H_spec.png', 'D': 'YOG_20190210_D_spec.png', 'Z': 'YOG_20190210_Z_spec.png', '3comp': 'YOG_20190210_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\YOG_20190210_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SE\\YOG_20190210_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\YOG_20190210_3comp_spec.png'}",127.0,5.0,SE,Medium
YOG,2019-02-16,False,37913.57480595841,10.514069625840119,-15.451428141529416,8.13444966621228,-23314.2510938784,5.716519592084637,0.02458431421833344,0.024875419939893662,0.018911360025113465,"{'H': 'YOG_20190216_H_spec.png', 'D': 'YOG_20190216_D_spec.png', 'Z': 'YOG_20190216_Z_spec.png', '3comp': 'YOG_20190216_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\YOG_20190216_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SE\\YOG_20190216_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\YOG_20190216_3comp_spec.png'}",113.0,5.3,SE,Medium
YOG,2019-06-08,False,37958.66210439815,12.608568956902003,-6.847335532407408,8.922466343808727,-23300.108752662036,4.5856950136053936,0.047759852632360905,0.027836301511220053,0.010469181518622655,"{'H': 'YOG_20190608_H_spec.png', 'D': 'YOG_20190608_D_spec.png', 'Z': 'YOG_20190608_Z_spec.png', '3comp': 'YOG_20190608_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\YOG_20190608_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\YOG_20190608_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\YOG_20190608_3comp_spec.png'}",241.0,5.2,SW,Medium
YOG,2019-06-12,False,37965.25145916041,14.960924877184253,-2.987255176564543,5.286712954622334,-23301.716807717683,2.9349294474757976,0.014826429340933053,0.013674948145634438,0.006071328089691431,"{'H': 'YOG_20190612_H_spec.png', 'D': 'YOG_20190612_D_spec.png', 'Z': 'YOG_20190612_Z_spec.png', '3comp': 'YOG_20190612_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\YOG_20190612_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\YOG_20190612_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\YOG_20190612_3comp_spec.png'}",239.0,5.0,SW,Medium
YOG,2019-06-29,False,37971.61069838771,12.180568049672408,-0.01571592263799337,10.306138941965864,-23295.861139828005,6.949952032360944,0.011647487335327684,0.014343392473811889,0.006939340623927243,"{'H': 'YOG_20190629_H_spec.png', 'D': 'YOG_20190629_D_spec.png', 'Z': 'YOG_20190629_Z_spec.png', '3comp': 'YOG_20190629_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\YOG_20190629_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\YOG_20190629_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\YOG_20190629_3comp_spec.png'}",240.0,5.0,SW,Medium
SCN,2020-04-09,False,40538.22389247685,15.127836468122693,-20.045989004629632,3.477181076599612,-13614.26105763889,4.3358888062537195,0.0309579380029748,0.009829851442720078,0.012918750105028467,"{'H': 'SCN_20200409_H_spec.png', 'D': 'SCN_20200409_D_spec.png', 'Z': 'SCN_20200409_Z_spec.png', '3comp': 'SCN_20200409_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20200409_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\NW\\SCN_20200409_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20200409_3comp_spec.png'}",334.0,5.3,NW,Medium
SCN,2020-05-16,False,40556.436779282405,11.212083556550112,-18.455788425925927,3.7248335848553076,-13596.592434722224,6.879085146929191,0.016975683445208754,0.008014651331578406,0.007751607114903118,"{'H': 'SCN_20200516_H_spec.png', 'D': 'SCN_20200516_D_spec.png', 'Z': 'SCN_20200516_Z_spec.png', '3comp': 'SCN_20200516_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\SCN_20200516_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\SW\\SCN_20200516_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\SCN_20200516_3comp_spec.png'}",206.0,5.0,SW,Medium
CLP,2023-01-01,False,38818.36109847081,9.034968659336723,-20.981308271547732,14.283873134366782,-22820.637692886932,7.6655851444941066,0.07521771901340112,0.06722779495092242,0.037412929817075405,"{'H': 'CLP_20230101_H_spec.png', 'D': 'CLP_20230101_D_spec.png', 'Z': 'CLP_20230101_Z_spec.png', '3comp': 'CLP_20230101_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\CLP_20230101_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\E\\CLP_20230101_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\CLP_20230101_3comp_spec.png'}",110.0,5.2,E,Medium
CLP,2023-01-01,False,38818.36109847081,9.034968659336723,-20.981308271547732,14.283873134366782,-22820.637692886932,7.6655851444941066,0.07521771901340112,0.06722779495092242,0.037412929817075405,"{'H': 'CLP_20230101_H_spec.png', 'D': 'CLP_20230101_D_spec.png', 'Z': 'CLP_20230101_Z_spec.png', '3comp': 'CLP_20230101_3comp_spec.png'}","{'main': 'dataset_spectrogram\\spectrograms\\CLP_20230101_3comp_spec.png', 'azimuth_folder': 'dataset_spectrogram\\spectrograms\\by_azimuth\\N\\CLP_20230101_3comp_spec.png', 'magnitude_folder': 'dataset_spectrogram\\spectrograms\\by_magnitude\\Medium\\CLP_20230101_3comp_spec.png'}",2.064,5.2,N,Medium
