event_id,days_before,R,circ_variance,pairwise_spread,circular_error,magnitude,depth,mean_prior_alignment,mean_prior_H,mean_prior_kl,ensemble_confidence,is_shallow
bmg2026egze,2,0.9918,0.0082,10.77,26.11,5.08,98.0,28.11,7.2028,1.289,0.9918,0
bmg2026egze,3,0.9848,0.0152,14.87,29.24,5.08,98.0,28.11,7.2028,1.289,0.9848,0
bmg2026egze,4,0.9889,0.0111,12.31,26.02,5.08,98.0,28.11,7.2028,1.289,0.9889,0
bmg2026egze,5,0.9909,0.0091,10.91,22.88,5.08,98.0,28.11,7.2028,1.289,0.9909,0
bmg2026egze,6,0.9927,0.0073,9.62,23.42,5.08,98.0,28.11,7.2028,1.289,0.9927,0
bmg2026egze,7,0.9878,0.0122,12.54,27.33,5.08,98.0,28.11,7.2028,1.289,0.9878,0
bmg2026egze,8,0.9888,0.0112,11.99,26.26,5.08,98.0,28.11,7.2028,1.289,0.9888,0
bmg2026egze,9,0.9936,0.0064,8.94,23.1,5.08,98.0,28.11,7.2028,1.289,0.9936,0
bmg2026egze,10,0.9882,0.0118,12.28,26.57,5.08,98.0,28.11,7.2028,1.289,0.9882,0
bmg2026egze,11,0.9927,0.0073,10.11,23.88,5.08,98.0,28.11,7.2028,1.289,0.9927,0
bmg2026egze,12,0.9911,0.0089,11.13,24.38,5.08,98.0,28.11,7.2028,1.289,0.9911,0
bmg2026egze,13,0.9894,0.0106,11.62,26.16,5.08,98.0,28.11,7.2028,1.289,0.9894,0
bmg2026egze,14,0.9922,0.0078,10.02,24.81,5.08,98.0,28.11,7.2028,1.289,0.9922,0
bmg2026hspa,0,0.9893,0.0107,11.94,9.32,5.11,12.0,11.23,7.2028,1.289,0.9893,1
bmg2026hspa,1,0.9873,0.0127,13.03,10.45,5.11,12.0,11.23,7.2028,1.289,0.9873,1
bmg2026hspa,2,0.9866,0.0134,13.7,10.86,5.11,12.0,11.23,7.2028,1.289,0.9866,1
bmg2026hspa,3,0.9874,0.0126,12.87,10.66,5.11,12.0,11.23,7.2028,1.289,0.9874,1
bmg2026hspa,4,0.9827,0.0173,15.45,13.18,5.11,12.0,11.23,7.2028,1.289,0.9827,1
bmg2026hspa,5,0.9953,0.0047,8.21,3.74,5.11,12.0,11.23,7.2028,1.289,0.9953,1
bmg2026hspa,6,0.9847,0.0153,14.73,13.02,5.11,12.0,11.23,7.2028,1.289,0.9847,1
bmg2026hspa,7,0.9868,0.0132,13.54,9.9,5.11,12.0,11.23,7.2028,1.289,0.9868,1
bmg2026hspa,8,0.9867,0.0133,13.25,10.33,5.11,12.0,11.23,7.2028,1.289,0.9867,1
bmg2026hspa,9,0.9891,0.0109,11.95,8.63,5.11,12.0,11.23,7.2028,1.289,0.9891,1
bmg2026hspa,10,0.9842,0.0158,14.83,12.55,5.11,12.0,11.23,7.2028,1.289,0.9842,1
bmg2026hspa,11,0.9908,0.0092,11.06,7.94,5.11,12.0,11.23,7.2028,1.289,0.9908,1
bmg2026hspa,12,0.9868,0.0132,13.28,11.39,5.11,12.0,11.23,7.2028,1.289,0.9868,1
bmg2026hspa,13,0.9848,0.0152,14.56,11.99,5.11,12.0,11.23,7.2028,1.289,0.9848,1
bmg2026hspa,14,0.9778,0.0222,17.89,15.84,5.11,12.0,11.23,7.2028,1.289,0.9778,1
bmg2026hpaq,0,0.9866,0.0134,13.7,141.3,5.57,16.0,140.98,7.2028,1.289,0.9866,1
bmg2026hpaq,1,0.9874,0.0126,12.87,141.51,5.57,16.0,140.98,7.2028,1.289,0.9874,1
bmg2026hpaq,2,0.9827,0.0173,15.45,138.99,5.57,16.0,140.98,7.2028,1.289,0.9827,1
bmg2026hpaq,3,0.9953,0.0047,8.21,148.43,5.57,16.0,140.98,7.2028,1.289,0.9953,1
bmg2026hpaq,4,0.9847,0.0153,14.73,139.14,5.57,16.0,140.98,7.2028,1.289,0.9847,1
bmg2026hpaq,5,0.9868,0.0132,13.54,142.26,5.57,16.0,140.98,7.2028,1.289,0.9868,1
bmg2026hpaq,6,0.9867,0.0133,13.25,141.84,5.57,16.0,140.98,7.2028,1.289,0.9867,1
bmg2026hpaq,7,0.9891,0.0109,11.95,143.53,5.57,16.0,140.98,7.2028,1.289,0.9891,1
bmg2026hpaq,8,0.9842,0.0158,14.83,139.61,5.57,16.0,140.98,7.2028,1.289,0.9842,1
bmg2026hpaq,9,0.9908,0.0092,11.06,144.23,5.57,16.0,140.98,7.2028,1.289,0.9908,1
bmg2026hpaq,10,0.9868,0.0132,13.28,140.78,5.57,16.0,140.98,7.2028,1.289,0.9868,1
bmg2026hpaq,11,0.9848,0.0152,14.56,140.18,5.57,16.0,140.98,7.2028,1.289,0.9848,1
bmg2026hpaq,12,0.9778,0.0222,17.89,136.33,5.57,16.0,140.98,7.2028,1.289,0.9778,1
bmg2026hpaq,13,0.9829,0.0171,15.67,138.12,5.57,16.0,140.98,7.2028,1.289,0.9829,1
bmg2026hpaq,14,0.9839,0.0161,14.9,139.92,5.57,16.0,140.98,7.2028,1.289,0.9839,1
bmg2026hnlo,0,0.9874,0.0126,12.87,0.87,5.12,108.0,2.74,7.2028,1.289,0.9874,0
bmg2026hnlo,1,0.9827,0.0173,15.45,1.66,5.12,108.0,2.74,7.2028,1.289,0.9827,0
bmg2026hnlo,2,0.9953,0.0047,8.21,7.78,5.12,108.0,2.74,7.2028,1.289,0.9953,0
bmg2026hnlo,3,0.9847,0.0153,14.73,1.5,5.12,108.0,2.74,7.2028,1.289,0.9847,0
bmg2026hnlo,4,0.9868,0.0132,13.54,1.62,5.12,108.0,2.74,7.2028,1.289,0.9868,0
bmg2026hnlo,5,0.9867,0.0133,13.25,1.19,5.12,108.0,2.74,7.2028,1.289,0.9867,0
bmg2026hnlo,6,0.9891,0.0109,11.95,2.89,5.12,108.0,2.74,7.2028,1.289,0.9891,0
bmg2026hnlo,7,0.9842,0.0158,14.83,1.03,5.12,108.0,2.74,7.2028,1.289,0.9842,0
bmg2026hnlo,8,0.9908,0.0092,11.06,3.59,5.12,108.0,2.74,7.2028,1.289,0.9908,0
bmg2026hnlo,9,0.9868,0.0132,13.28,0.14,5.12,108.0,2.74,7.2028,1.289,0.9868,0
bmg2026hnlo,10,0.9848,0.0152,14.56,0.46,5.12,108.0,2.74,7.2028,1.289,0.9848,0
bmg2026hnlo,11,0.9778,0.0222,17.89,4.31,5.12,108.0,2.74,7.2028,1.289,0.9778,0
bmg2026hnlo,12,0.9829,0.0171,15.67,2.52,5.12,108.0,2.74,7.2028,1.289,0.9829,0
bmg2026hnlo,13,0.9839,0.0161,14.9,0.73,5.12,108.0,2.74,7.2028,1.289,0.9839,0
bmg2026hnlo,14,0.9876,0.0124,13.11,1.04,5.12,108.0,2.74,7.2028,1.289,0.9876,0
bmg2026goug,0,0.9839,0.0161,14.9,151.23,5.39,54.0,152.27,7.2028,1.289,0.9839,0
bmg2026goug,1,0.9876,0.0124,13.11,153.0,5.39,54.0,152.27,7.2028,1.289,0.9876,0
bmg2026goug,2,0.9849,0.0151,14.83,150.39,5.39,54.0,152.27,7.2028,1.289,0.9849,0
bmg2026goug,3,0.9854,0.0146,14.0,152.48,5.39,54.0,152.27,7.2028,1.289,0.9854,0
bmg2026goug,4,0.9925,0.0075,9.72,155.16,5.39,54.0,152.27,7.2028,1.289,0.9925,0
bmg2026goug,5,0.9909,0.0091,11.11,154.91,5.39,54.0,152.27,7.2028,1.289,0.9909,0
bmg2026goug,6,0.9922,0.0078,10.51,157.47,5.39,54.0,152.27,7.2028,1.289,0.9922,0
bmg2026goug,7,0.9902,0.0098,11.36,155.36,5.39,54.0,152.27,7.2028,1.289,0.9902,0
bmg2026goug,8,0.9916,0.0084,10.74,156.3,5.39,54.0,152.27,7.2028,1.289,0.9916,0
bmg2026goug,9,0.9906,0.0094,11.02,154.39,5.39,54.0,152.27,7.2028,1.289,0.9906,0
bmg2026goug,10,0.9898,0.0102,11.37,154.1,5.39,54.0,152.27,7.2028,1.289,0.9898,0
bmg2026goug,11,0.9916,0.0084,10.66,155.14,5.39,54.0,152.27,7.2028,1.289,0.9916,0
bmg2026goug,12,0.9918,0.0082,10.5,154.17,5.39,54.0,152.27,7.2028,1.289,0.9918,0
bmg2026goug,13,0.9812,0.0188,16.38,149.65,5.39,54.0,152.27,7.2028,1.289,0.9812,0
bmg2026goug,14,0.9815,0.0185,16.28,148.65,5.39,54.0,152.27,7.2028,1.289,0.9815,0
bmg2026goss,0,0.9839,0.0161,14.9,13.39,5.91,96.0,14.41,7.2028,1.289,0.9839,0
bmg2026goss,1,0.9876,0.0124,13.11,15.16,5.91,96.0,14.41,7.2028,1.289,0.9876,0
bmg2026goss,2,0.9849,0.0151,14.83,12.55,5.91,96.0,14.41,7.2028,1.289,0.9849,0
bmg2026goss,3,0.9854,0.0146,14.0,14.64,5.91,96.0,14.41,7.2028,1.289,0.9854,0
bmg2026goss,4,0.9925,0.0075,9.72,17.32,5.91,96.0,14.41,7.2028,1.289,0.9925,0
bmg2026goss,5,0.9909,0.0091,11.11,17.07,5.91,96.0,14.41,7.2028,1.289,0.9909,0
bmg2026goss,6,0.9922,0.0078,10.51,19.63,5.91,96.0,14.41,7.2028,1.289,0.9922,0
bmg2026goss,7,0.9902,0.0098,11.36,17.52,5.91,96.0,14.41,7.2028,1.289,0.9902,0
bmg2026goss,8,0.9916,0.0084,10.74,18.46,5.91,96.0,14.41,7.2028,1.289,0.9916,0
bmg2026goss,9,0.9906,0.0094,11.02,16.55,5.91,96.0,14.41,7.2028,1.289,0.9906,0
bmg2026goss,10,0.9898,0.0102,11.37,16.26,5.91,96.0,14.41,7.2028,1.289,0.9898,0
bmg2026goss,11,0.9916,0.0084,10.66,17.3,5.91,96.0,14.41,7.2028,1.289,0.9916,0
bmg2026goss,12,0.9918,0.0082,10.5,16.33,5.91,96.0,14.41,7.2028,1.289,0.9918,0
bmg2026goss,13,0.9812,0.0188,16.38,11.81,5.91,96.0,14.41,7.2028,1.289,0.9812,0
bmg2026goss,14,0.9815,0.0185,16.28,10.81,5.91,96.0,14.41,7.2028,1.289,0.9815,0
bmg2026goax,0,0.9839,0.0161,14.9,1.86,5.71,33.0,2.9,7.2028,1.289,0.9839,1
bmg2026goax,1,0.9876,0.0124,13.11,3.63,5.71,33.0,2.9,7.2028,1.289,0.9876,1
bmg2026goax,2,0.9849,0.0151,14.83,1.02,5.71,33.0,2.9,7.2028,1.289,0.9849,1
bmg2026goax,3,0.9854,0.0146,14.0,3.11,5.71,33.0,2.9,7.2028,1.289,0.9854,1
bmg2026goax,4,0.9925,0.0075,9.72,5.79,5.71,33.0,2.9,7.2028,1.289,0.9925,1
bmg2026goax,5,0.9909,0.0091,11.11,5.54,5.71,33.0,2.9,7.2028,1.289,0.9909,1
bmg2026goax,6,0.9922,0.0078,10.51,8.1,5.71,33.0,2.9,7.2028,1.289,0.9922,1
bmg2026goax,7,0.9902,0.0098,11.36,5.99,5.71,33.0,2.9,7.2028,1.289,0.9902,1
bmg2026goax,8,0.9916,0.0084,10.74,6.93,5.71,33.0,2.9,7.2028,1.289,0.9916,1
bmg2026goax,9,0.9906,0.0094,11.02,5.02,5.71,33.0,2.9,7.2028,1.289,0.9906,1
bmg2026goax,10,0.9898,0.0102,11.37,4.73,5.71,33.0,2.9,7.2028,1.289,0.9898,1
bmg2026goax,11,0.9916,0.0084,10.66,5.77,5.71,33.0,2.9,7.2028,1.289,0.9916,1
bmg2026goax,12,0.9918,0.0082,10.5,4.8,5.71,33.0,2.9,7.2028,1.289,0.9918,1
bmg2026goax,13,0.9812,0.0188,16.38,0.28,5.71,33.0,2.9,7.2028,1.289,0.9812,1
bmg2026goax,14,0.9815,0.0185,16.28,0.72,5.71,33.0,2.9,7.2028,1.289,0.9815,1
bmg2026gnsm,0,0.9876,0.0124,13.11,4.68,5.29,14.0,3.94,7.2028,1.289,0.9876,1
bmg2026gnsm,1,0.9849,0.0151,14.83,2.07,5.29,14.0,3.94,7.2028,1.289,0.9849,1
bmg2026gnsm,2,0.9854,0.0146,14.0,4.16,5.29,14.0,3.94,7.2028,1.289,0.9854,1
bmg2026gnsm,3,0.9925,0.0075,9.72,6.84,5.29,14.0,3.94,7.2028,1.289,0.9925,1
bmg2026gnsm,4,0.9909,0.0091,11.11,6.58,5.29,14.0,3.94,7.2028,1.289,0.9909,1
bmg2026gnsm,5,0.9922,0.0078,10.51,9.15,5.29,14.0,3.94,7.2028,1.289,0.9922,1
bmg2026gnsm,6,0.9902,0.0098,11.36,7.04,5.29,14.0,3.94,7.2028,1.289,0.9902,1
bmg2026gnsm,7,0.9916,0.0084,10.74,7.98,5.29,14.0,3.94,7.2028,1.289,0.9916,1
bmg2026gnsm,8,0.9906,0.0094,11.02,6.07,5.29,14.0,3.94,7.2028,1.289,0.9906,1
bmg2026gnsm,9,0.9898,0.0102,11.37,5.77,5.29,14.0,3.94,7.2028,1.289,0.9898,1
bmg2026gnsm,10,0.9916,0.0084,10.66,6.81,5.29,14.0,3.94,7.2028,1.289,0.9916,1
bmg2026gnsm,11,0.9918,0.0082,10.5,5.85,5.29,14.0,3.94,7.2028,1.289,0.9918,1
bmg2026gnsm,12,0.9812,0.0188,16.38,1.32,5.29,14.0,3.94,7.2028,1.289,0.9812,1
bmg2026gnsm,13,0.9815,0.0185,16.28,0.33,5.29,14.0,3.94,7.2028,1.289,0.9815,1
bmg2026gnsm,14,0.9903,0.0097,11.37,6.07,5.29,14.0,3.94,7.2028,1.289,0.9903,1
bmg2026gmya,0,0.9876,0.0124,13.11,4.38,5.25,22.0,3.64,7.2028,1.289,0.9876,1
bmg2026gmya,1,0.9849,0.0151,14.83,1.76,5.25,22.0,3.64,7.2028,1.289,0.9849,1
bmg2026gmya,2,0.9854,0.0146,14.0,3.85,5.25,22.0,3.64,7.2028,1.289,0.9854,1
bmg2026gmya,3,0.9925,0.0075,9.72,6.54,5.25,22.0,3.64,7.2028,1.289,0.9925,1
bmg2026gmya,4,0.9909,0.0091,11.11,6.28,5.25,22.0,3.64,7.2028,1.289,0.9909,1
bmg2026gmya,5,0.9922,0.0078,10.51,8.85,5.25,22.0,3.64,7.2028,1.289,0.9922,1
bmg2026gmya,6,0.9902,0.0098,11.36,6.74,5.25,22.0,3.64,7.2028,1.289,0.9902,1
bmg2026gmya,7,0.9916,0.0084,10.74,7.68,5.25,22.0,3.64,7.2028,1.289,0.9916,1
bmg2026gmya,8,0.9906,0.0094,11.02,5.77,5.25,22.0,3.64,7.2028,1.289,0.9906,1
bmg2026gmya,9,0.9898,0.0102,11.37,5.47,5.25,22.0,3.64,7.2028,1.289,0.9898,1
bmg2026gmya,10,0.9916,0.0084,10.66,6.51,5.25,22.0,3.64,7.2028,1.289,0.9916,1
bmg2026gmya,11,0.9918,0.0082,10.5,5.54,5.25,22.0,3.64,7.2028,1.289,0.9918,1
bmg2026gmya,12,0.9812,0.0188,16.38,1.02,5.25,22.0,3.64,7.2028,1.289,0.9812,1
bmg2026gmya,13,0.9815,0.0185,16.28,0.03,5.25,22.0,3.64,7.2028,1.289,0.9815,1
bmg2026gmya,14,0.9903,0.0097,11.37,5.76,5.25,22.0,3.64,7.2028,1.289,0.9903,1
bmg2026gmlp,0,0.9876,0.0124,13.11,4.86,5.06,15.0,4.12,7.2028,1.289,0.9876,1
bmg2026gmlp,1,0.9849,0.0151,14.83,2.25,5.06,15.0,4.12,7.2028,1.289,0.9849,1
bmg2026gmlp,2,0.9854,0.0146,14.0,4.34,5.06,15.0,4.12,7.2028,1.289,0.9854,1
bmg2026gmlp,3,0.9925,0.0075,9.72,7.02,5.06,15.0,4.12,7.2028,1.289,0.9925,1
bmg2026gmlp,4,0.9909,0.0091,11.11,6.77,5.06,15.0,4.12,7.2028,1.289,0.9909,1
bmg2026gmlp,5,0.9922,0.0078,10.51,9.33,5.06,15.0,4.12,7.2028,1.289,0.9922,1
bmg2026gmlp,6,0.9902,0.0098,11.36,7.22,5.06,15.0,4.12,7.2028,1.289,0.9902,1
bmg2026gmlp,7,0.9916,0.0084,10.74,8.16,5.06,15.0,4.12,7.2028,1.289,0.9916,1
bmg2026gmlp,8,0.9906,0.0094,11.02,6.25,5.06,15.0,4.12,7.2028,1.289,0.9906,1
bmg2026gmlp,9,0.9898,0.0102,11.37,5.96,5.06,15.0,4.12,7.2028,1.289,0.9898,1
bmg2026gmlp,10,0.9916,0.0084,10.66,7.0,5.06,15.0,4.12,7.2028,1.289,0.9916,1
bmg2026gmlp,11,0.9918,0.0082,10.5,6.03,5.06,15.0,4.12,7.2028,1.289,0.9918,1
bmg2026gmlp,12,0.9812,0.0188,16.38,1.51,5.06,15.0,4.12,7.2028,1.289,0.9812,1
bmg2026gmlp,13,0.9815,0.0185,16.28,0.51,5.06,15.0,4.12,7.2028,1.289,0.9815,1
bmg2026gmlp,14,0.9903,0.0097,11.37,6.25,5.06,15.0,4.12,7.2028,1.289,0.9903,1
bmg2026gmjl,0,0.9876,0.0124,13.11,2.82,5.49,15.0,2.41,7.2028,1.289,0.9876,1
bmg2026gmjl,1,0.9849,0.0151,14.83,0.2,5.49,15.0,2.41,7.2028,1.289,0.9849,1
bmg2026gmjl,2,0.9854,0.0146,14.0,2.3,5.49,15.0,2.41,7.2028,1.289,0.9854,1
bmg2026gmjl,3,0.9925,0.0075,9.72,4.98,5.49,15.0,2.41,7.2028,1.289,0.9925,1
bmg2026gmjl,4,0.9909,0.0091,11.11,4.72,5.49,15.0,2.41,7.2028,1.289,0.9909,1
bmg2026gmjl,5,0.9922,0.0078,10.51,7.29,5.49,15.0,2.41,7.2028,1.289,0.9922,1
bmg2026gmjl,6,0.9902,0.0098,11.36,5.18,5.49,15.0,2.41,7.2028,1.289,0.9902,1
bmg2026gmjl,7,0.9916,0.0084,10.74,6.12,5.49,15.0,2.41,7.2028,1.289,0.9916,1
bmg2026gmjl,8,0.9906,0.0094,11.02,4.21,5.49,15.0,2.41,7.2028,1.289,0.9906,1
bmg2026gmjl,9,0.9898,0.0102,11.37,3.91,5.49,15.0,2.41,7.2028,1.289,0.9898,1
bmg2026gmjl,10,0.9916,0.0084,10.66,4.95,5.49,15.0,2.41,7.2028,1.289,0.9916,1
bmg2026gmjl,11,0.9918,0.0082,10.5,3.98,5.49,15.0,2.41,7.2028,1.289,0.9918,1
bmg2026gmjl,12,0.9812,0.0188,16.38,0.54,5.49,15.0,2.41,7.2028,1.289,0.9812,1
bmg2026gmjl,13,0.9815,0.0185,16.28,1.53,5.49,15.0,2.41,7.2028,1.289,0.9815,1
bmg2026gmjl,14,0.9903,0.0097,11.37,4.21,5.49,15.0,2.41,7.2028,1.289,0.9903,1
bmg2026gmfs,0,0.9876,0.0124,13.11,2.95,5.47,14.0,2.43,7.2028,1.289,0.9876,1
bmg2026gmfs,1,0.9849,0.0151,14.83,0.34,5.47,14.0,2.43,7.2028,1.289,0.9849,1
bmg2026gmfs,2,0.9854,0.0146,14.0,2.43,5.47,14.0,2.43,7.2028,1.289,0.9854,1
bmg2026gmfs,3,0.9925,0.0075,9.72,5.11,5.47,14.0,2.43,7.2028,1.289,0.9925,1
bmg2026gmfs,4,0.9909,0.0091,11.11,4.85,5.47,14.0,2.43,7.2028,1.289,0.9909,1
bmg2026gmfs,5,0.9922,0.0078,10.51,7.42,5.47,14.0,2.43,7.2028,1.289,0.9922,1
bmg2026gmfs,6,0.9902,0.0098,11.36,5.31,5.47,14.0,2.43,7.2028,1.289,0.9902,1
bmg2026gmfs,7,0.9916,0.0084,10.74,6.25,5.47,14.0,2.43,7.2028,1.289,0.9916,1
bmg2026gmfs,8,0.9906,0.0094,11.02,4.34,5.47,14.0,2.43,7.2028,1.289,0.9906,1
bmg2026gmfs,9,0.9898,0.0102,11.37,4.04,5.47,14.0,2.43,7.2028,1.289,0.9898,1
bmg2026gmfs,10,0.9916,0.0084,10.66,5.08,5.47,14.0,2.43,7.2028,1.289,0.9916,1
bmg2026gmfs,11,0.9918,0.0082,10.5,4.12,5.47,14.0,2.43,7.2028,1.289,0.9918,1
bmg2026gmfs,12,0.9812,0.0188,16.38,0.41,5.47,14.0,2.43,7.2028,1.289,0.9812,1
bmg2026gmfs,13,0.9815,0.0185,16.28,1.4,5.47,14.0,2.43,7.2028,1.289,0.9815,1
bmg2026gmfs,14,0.9903,0.0097,11.37,4.34,5.47,14.0,2.43,7.2028,1.289,0.9903,1
bmg2026gmdj,0,0.9876,0.0124,13.11,3.71,5.48,16.0,2.97,7.2028,1.289,0.9876,1
bmg2026gmdj,1,0.9849,0.0151,14.83,1.09,5.48,16.0,2.97,7.2028,1.289,0.9849,1
bmg2026gmdj,2,0.9854,0.0146,14.0,3.18,5.48,16.0,2.97,7.2028,1.289,0.9854,1
bmg2026gmdj,3,0.9925,0.0075,9.72,5.87,5.48,16.0,2.97,7.2028,1.289,0.9925,1
bmg2026gmdj,4,0.9909,0.0091,11.11,5.61,5.48,16.0,2.97,7.2028,1.289,0.9909,1
bmg2026gmdj,5,0.9922,0.0078,10.51,8.18,5.48,16.0,2.97,7.2028,1.289,0.9922,1
bmg2026gmdj,6,0.9902,0.0098,11.36,6.06,5.48,16.0,2.97,7.2028,1.289,0.9902,1
bmg2026gmdj,7,0.9916,0.0084,10.74,7.01,5.48,16.0,2.97,7.2028,1.289,0.9916,1
bmg2026gmdj,8,0.9906,0.0094,11.02,5.09,5.48,16.0,2.97,7.2028,1.289,0.9906,1
bmg2026gmdj,9,0.9898,0.0102,11.37,4.8,5.48,16.0,2.97,7.2028,1.289,0.9898,1
bmg2026gmdj,10,0.9916,0.0084,10.66,5.84,5.48,16.0,2.97,7.2028,1.289,0.9916,1
bmg2026gmdj,11,0.9918,0.0082,10.5,4.87,5.48,16.0,2.97,7.2028,1.289,0.9918,1
bmg2026gmdj,12,0.9812,0.0188,16.38,0.35,5.48,16.0,2.97,7.2028,1.289,0.9812,1
bmg2026gmdj,13,0.9815,0.0185,16.28,0.64,5.48,16.0,2.97,7.2028,1.289,0.9815,1
